ID	回复回合数	时间数
12030738:12112387 0 0.000000
12030741:12109971 0 0.000000
12030744:12090919 0 0.000000
12030744:12093061 0 0.000000
12030748:12109170 1 32.050000
12030762:12102856 0 0.000000
12030764:12109793 14 38.566667
12030771:12108975 11 36.766667
12030774:12104627 0 0.000000
12030775:12108966 7 193.533333
12030793:12056753 15 12.233333
12030793:12104887 0 0.000000
12030794:12105901 0 0.000000
12030798:12056753 1 370.116667
12032767:12111784 1 0.300000
12034550:12111290 1 366.650000
12040349:12089096 0 0.000000
12040625:12111366 0 0.000000
12030561:12043610 1 811.266667
12030561:12102739 0 0.000000
12030561:12111440 1 2.366667
12030561:12112406 9 20.733333
12030562:12104803 0 0.000000
12030562:12105311 0 0.000000
12030562:12109667 13 1263.616667
12030562:12110145 6 8.383333
12030564:12108376 1 25.816667
12030564:12108859 1 33.333333
12030564:12109352 0 0.266667
12030564:12109634 1 117.566667
12030564:12109675 1 68.283333
12030564:12112403 1 0.416667
12030566:12103695 0 0.000000
12030566:12103859 0 0.450000
12030566:12105307 1 645.483333
12030566:12106278 0 0.000000
12030566:12109498 1 1024.166667
12030566:12109981 9 801.200000
12030569:12043437 1 34.466667
12030569:12089531 0 0.000000
12030569:12105304 2 1917.900000
12030569:12109306 1 13.650000
12030569:12111886 0 0.233333
12030570:12105791 7 33.266667
12030570:12109628 1 6.550000
12030570:12109659 0 0.000000
12030570:12110137 0 0.266667
12030572:12103529 0 0.000000
12030572:12109303 13 4109.283333
12030572:12109667 10 419.833333
12030572:12109975 0 1.150000
12030574:12107364 1 0.750000
12030574:12109973 0 0.000000
12030575:12063057 1 78.300000
12030575:12082904 0 0.000000
12030575:12093536 0 0.000000
12030575:12104790 1 1864.333333
12030575:12107399 1 13.250000
12030575:12109341 0 0.000000
12030575:12109654 7 15.733333
12030575:12109659 0 0.000000
12030575:12109941 1 86.900000
12030575:12110132 9 21.783333
12030577:12103684 0 0.000000
12030577:12107361 0 0.000000
12030577:12109329 0 0.200000
12030577:12109487 1 1769.883333
12030577:12109657 1 6.366667
12030580:12045198 10 3174.466667
12030580:12103537 0 0.000000
12030580:12109331 0 0.000000
12030580:12109644 0 0.000000
12030580:12109649 0 3.283333
12030580:12109659 9 96.200000
12030580:12112387 7 14.466667
12030585:12103683 0 0.000000
12030602:12111853 1 0.666667
12030641:12109265 0 0.000000
12030641:12110066 6 10.716667
12030667:12109249 0 0.000000
12030667:12111788 1 1.466667
12030735:12109458 0 0.000000
12030743:12109486 1 1020.116667
